Year,Text
1975,"For most countries, changing price and demand conditions are likely to mean larger trade deficits. In general, the possibilities for cushioning the effect of these deficits by drawing down reserves or running up short-term debts are limited. It thus seems likely that for most countries in Latin America, the recession in the industrialized world will lead to lower rates of economic growth, although the extent of this impact will vary according to their export prospects."
1975,"World trade conditions and their own economic structures are such that most countries— at least in the short run—will find it even more difficult to diversify their exports. As a result, there have been several attempts to reduce imports through policies designed to lessen aggregate demand. In Mexico and Peru, attempts have been made to combine demand restraint with efforts to sustain the level of development outlays. In Colombia, however, development expenditures had to be cut back as part of a stabilization program, but the fiscal reform measures adopted recently are expected to increase resources for development and also induce a more equitable distribution of income."
1975,"SINGAPORE: Bank—$25 million. An incinerator and about 200 refuse collection vehicles and dump trucks to be provided under the project will help free the limited land available to the island country for residential and industrial uSe. The incinerator will burn up domestic and trade refuse, and will also be designed to handle oil and other industfiar wastes. Total cost: $55 million."
1975,"Emphasis continues to be placed on such subjects as income distribution and employment, population, and rural and urban development with particular reference to the lower-income groups. In the past fiscal year, these subjects absorbed more than half the total expenditure of the program. The remainder consisted, on the one hand, of studies in specific sectors such as education, public utilities, industry, and transportation, including in the latter case, a major study of capital-labor substitution in civil construction in general; and on the other hand, of more general studies, such as those with a focus on international comparative analysis, for example, on the comparison of economic aggregates without relying on exchange rates, and analysis of structural changes in industrial production, trade, and employment. Some of the specific sectoral studies are themselves relevant to the problems of rural or urban development-a study of village electrification, for example."
1975,"The year was also marked by the signature of the Lome Convention defining trade and aid relations between 46 African, Caribbean, and Pacific nations and the European Economic Community and by increased attention to regional economic cooperation. The Convention's several innovative features include a scheme for the stabilization of export earnings from 12 primary commodities and their products, including such major exports as groundnuts, cocoa, coffee, cotton, timber, and iron ore, with preferential treatment to be accorded to the least developed and landlocked countries. Following the institution in 1974 among six francophone states of the Communaute Economique de I'Afrique de I'Ouest (CEAO), a draft treaty-establishing the 15-member Economic Community of West African States (ECOWAS) was"
1975,"During the year, the Bank and IDA concluded a cooperation agreement with Germany which sets out the general scope, and terms and conditions for future co-financing with the Federal Republic. Consultations were held during the year regarding the respective lending programs of Japanese agencies (the Overseas Economic Cooperation Fund and the Export-Import Bank of Japan); with the Abu Dhabi Fund, the AFESD, and the KFAED to determine possibilities for cooperation on specific projects; with the Commonwealth Development Corporation to review questions of common interest and to discuss country and project matters; with the African Development Bank, the European Development Fund, and the European Investment Bank (also to determine possibilities for cooperation on specific projects); and with the Inter-American Development Bank."
1975,"The CGFPI has its headquarters at the Bank. Its Chairman, nominated by the three sponsoring agencies, is Edwin M. Martin, former Chairman of the Development Assistance Committee of the Organisation for Economic Cooperation and Development (OECD). Moise Mensah, FAO Regional Representative for Africa, has been appointed Vice-Chairman and Executive Secretary. The CGFPI's budget will be shared by the sponsoring agencies in equal proportions. The participants in the CGFPI will be governments and international bodies which have, or intend to have, significant programs of assistance to the food systems of developing countries, drawn from traditional bilateral donors, multilateral aid agencies, developing countries, and ""new donors,"" i.e., members of the Organization of the Petroleum Exporting Countries (OPEC) and aid agencies of states which are members of the Organization of Arab Petroleum Exporting Countries (OAPEC). The CGFPI is to hold its first meeting in July 1975. The agenda for the first meeting includes a review of recent and proposed investment for food production in developing countries, an analysis of the world fertilizer situation, and identification of priority topics for future work by the CGFPI."
1993,"Developing-country growth was led by the countries of the East Asia region (up 8.9 percent and paced by China's leap in output of 12 percent) and the Middle East, which ""benefited"" from the stimulus of reconstruction efforts. In sharp contrast, output in the republics of the former Soviet Union plummeted by about 20 percent. Declines in Central and Eastern Europe abated, however, and Poland's economy actually grew for the first time since undergoing ""shock therapy."""
1993,"Growth of GDP in East Asia of 9 percent in 1992 reflected mainly an increase in China's growth rate of 12 percent. Rapid growth has been a result of the shift to China, since 1989, of many production facilities from more mature economies in the region that are seeking to take advantage of lower production costs. In addition, there has been a strong increase in China's fixed capital formation, the result of the government's move toward market mechanisms that have boosted the confidence of foreign investors. With China serving as a ""growth pole"" and with a strong recovery of import growth in the United States, the traditional East Asian exporting economies were also able to accelerate their growth in 1992. There were a few exceptions, notably in the Philippines, where a stabilization program aimed at correcting severe external imbalances was the main cause of virtual stagnation."
1993,"Foreign direct investment in 1992 expanded beyond its traditional target of East Asia (Indonesia, Malaysia, and Thailand) as well as the historical (pre-1982) markets in Latin America (Argentina, Brazil, Mexico, and Venezuela) and reached other developing countries such as China, Egypt, and Nigeria. Factors contributing to the increase in FDI during 1992 included improved macroeconomic performance in many countries, more welcoming regulatory regimes, and privatization programs. Net flows of FDI in 1992 amounted to about $38 billion, 14 percent higher than in 1991 and about 60 percent higher than in 1990. The rapid increase in the stock of FDI, however, translated into larger profit remittances, resulting in a net FDI transfer of about $20 billion, which is about the same as that in 1991."
1993,"Cotton prices were kept at low levels during most of the year because of sluggish import demand from Europe and Japan and good prospects for production in the northern hemisphere. However, the market balance improved significantly towards the end of the year when adverse weather and insect damage reduced cotton production in Central Asia, China, and Pakistan, resulting in a 1 million-ton shortfall in world production for the 1992/93 crop year. Natural-rubber prices remained relatively stable, partly thanks to buffer-stock purchases by the International Natural Rubber Organization."
1993,"supplies resulted from increased exports from the republics of the FSU, weaker demand resulting from the economic downturn, relatively uninterrupted production (except for copper), and the failure of major producers to cut production. Copper fared better than other base metals because of major supply problems in Zaire and Zambia, phenomenal demand growth in China, and occasional fears that a major labor strike would take place in Chile (it didn't). The large outflow of exports from the republics of the FSU particularly depressed aluminum and nickel prices. Weakness in the German and Japanese automobile industries contributed to lower prices for lead, zinc, iron ore, and steel."
1993,"In value terms, world merchandise trade increased by 5.5 percent, a significant improvement over the meager 1.5 percent rate of growth in 1991, to reach $3,700 billion. Among the leading traders. China recorded the strongest expansion in both exports and imports, followed by Malaysia and Brazil (for exports) and Mexico. Portugal, and Saudi Arabia (for imports). France replaced Japan as the third"
1993,"By the end of fiscal 1993. a substantial number of IDA-eligible countries, including Albania, Benin, Burkina Faso, Egypt, The Gambia, Ghana, Guinea-Bissau, Honduras, Lesotho, Madagascar, Maldives, Nicaragua, Nigeria, the Philippines, Rwanda, and Sri Lanka, had completed their national environmental-action plans. National environmental-action plans are under preparation in virtually all other active IDA borrowers, and they are expected to be completed during fiscal 1994. National environmental-action plans for major IDA borrowers such as Bolivia, Burundi, China, India, Nepal, and Pakistan are expected to be completed in early fiscal 1994. Several borrowers from the IBRD have also completed EAPs (Botswana, Bulgaria, Poland, and Tunisia, for example), and EAPs are under way in most other middle-income countries."
1993,"twenty-four projects with primarily environmental objectives, involving commitments totaling $1.99 billion, were approved. (Projects are deemed to be primarily environmental if either environmental costs or benefits exceed 50 percent of total costs or benefits.) In fiscal 1992, nineteen such projects, with commitments totaling $1.2 billion, were approved. Several of the projects—in Bolivia, Chile, China, Ghana, and the Republic of Korea— focused primarily on the strengthening of environmental institutions or the provision of environmental technical assistance at the national level. In addition, another thirty projects contained significant environmental components."
1993,"A few countries have made gains in energy efficiency, including China, the Republic of Korea, and Malaysia. But many countries still live up to only two thirds to one half of their potential. Simple changes could save countries 20 percent to 25 percent of their energy production. With investments in new equipment, others could save as much as 30 percent to 60 percent."
1993,"The Bank will give priority to countries where water is scarce or where there are serious water allocation, service efficiency, or environmental problems. Many of the countries with limited renewable water resources are in the Middle East, North Africa, Central Asia, and sub-Saharan Africa, where populations are growing fastest. Elsewhere, water scarcity may be less of a problem at the national level but is nevertheless severe in watersheds, such as in northern China, western and southern India, western South America, and in large parts of Mexico and Pakistan. For some countries, such as those in Central and Eastern Europe, pollution is the largest problem affecting water resources."
1993,"The Bank's portfolio under implementation in fiscal 1992 comprised 1,852 operations with total lending commitments of $142.1 billion and an undisbursed balance of $73.3 billion. While the Bank was lending to eighty-three countries in fiscal 1992, the five largest borrowers—India, China, Mexico, Indonesia, and Brazil—accounted for 22 percent of the total number of projects and more than 44 percent of total commitments."
1993,"The focus of project-financing in CFS activities continued to be on large infrastructure projects, such as power and road projects, where large amounts of financing are required. In structuring these projects, emphasis is placed on mobilizing maximum amounts of private capital. However, the need for long-maturity capital has led to an increased demand for credit enhancement to mobilize private commercial debt. An important vehicle for such operations is the expanded cofinancing operation (ECO) program, which provides partial Bank guarantees to support borrowers in gaining access to syndicated bank loans and international capital markets. During the past year, interest has grown on the part of commercial markets and member countries in the ECO program as a means of catalyzing private financing in a broad range of developmental projects. ECO operations are under consideration in several countries, including China. Colombia, India, Pakistan, and the Philippines. An ECO for the 1,292-mW Hub Power Project in Pakistan is the most advanced; it is expected to be completed during fiscal 1994. CFS is also assisting in mobilizing private cofinancing not involving the use of the ECO program, such as in the case of the Rockfort Power Project in Jamaica. The project involves a privately owned. 60-mW diesel power station, which has attracted medium-term commercial cofinancing through the use of IBRD funds and cofinancing from the Inter-American Development Bank."
1993,"The OED's support begins after a country makes a commitment to develop its evaluation function. During fiscal 1993 the program was active in Brazil, China, and Venezuela. The OED also attended to requests for advice on evaluation-capacity development from Colombia, Indonesia, Mexico, and Zimbabwe and provided support to development institutions including the Caribbean Development Bank and the Andean Development Corporation. Activities included designing diagnostic studies on evaluation capacity, organizing training and workshops, organizing the participation of country staff in the OED's evaluation missions, promoting borrower participation in the Bank's evaluation processes, and organizing study visits to the Bank by staff from borrower countries."
1993,"The corporation approved projects in fifty-four countries, compared with fifty-one countries in fiscal 1992. It also approved a number of projects with a regional or international scope. As a result of the improved business environment in Asia, Latin America, Central and Eastern Europe, and the Middle East and North Africa, IFC's approvals in those regions showed a marked increase over fiscal 1992. The corporation approved its first three projects in Russia (two oil-development ventures and a credit line to a financial institution), as well as its first projects in Lebanon since 1978. It also approved its largest investments to date in the Czech Republic and Poland and expanded its investment activities in China, with three new projects. In sub-Saharan Africa, as a result of the difficult investment"
1993,"In Africa, MIGA has issued guarantees for a cobalt-extraction project in Uganda, a foreign bank reentry into Tanzania, and a gold mine in Ghana; in the Middle East and Europe region, guarantees were issued to companies for projects located in the Czech Republic, Poland, Turkey, and Saudi Arabia; in Latin America, guarantees were issued for projects located in Argentina, Guyana, and Jamaica; and within the Asian region, projects were guaranteed in Bangladesh, China, and Pakistan."
1993,"investment environment in Mauritania, Paraguay, and Russia; development of proposals for foreign investment-promotion agencies in Bangladesh and Russia, and of investment-promotion strategies in China, Venezuela, and Viet Nam: assistance in revising investment codes in Mozambique and Zambia; advice on institutional development (Cote d'lvoire and Morocco) and a number of investment-policy issues in Egypt, the Pacific islands, and the United Arab Emirates. FIAS also conducted seminars aimed at improving investment-promotion capabilities in Bolivia, Tanzania. Uganda, Viet Nam. and Zimbabwe."
1993,"During fiscal 1993, ICSID's membership continued to grow with the ratification of the convention by Armenia, Azerbaijan, Belarus, China, Costa Rica, the Czech Republic, Georgia, Lithuania, the Federated States of Micronesia, and Turkmenistan. As of June 30, 1993, 109 countries had become members of ICSID; an additional fourteen countries had signed but not yet ratified the convention."
1993,"Not to be lost sight of amid the impressive averages for the region is its tremendous diversity. It includes the Republic of Korea, a country ready to graduate from the ranks of those called ""developing."" as well as the Lao People's Democratic Republic (Lao PDR) and Cambodia, which number among the world's poorest. The region includes China, the world's most populous country, and the Marshall Islands and Kiribati, two of the least populous. It also includes rapidly growing Malaysia and Thailand, as well as the Philippines, where per capita incomes have stagnated for more than a decade. Each country in the region must find its own way to deal with the challenges that confront it: for each country those challenges have a different degree of urgency and importance."
1993,"The composition of the Bank borrowers in the region is changing rapidly as well. Despite the perception held by many that the region is predominantly made up of market-oriented, middle-income economies, about 80 percent of the population lives in low-income socialist economies in transition (Cambodia, China. Lao PDR, Mongolia, and Viet Nam): another 15 percent lives in two large island economies (Indonesia and the Philippines), whose per capita GDP is barely above low-income classi-"
1993,"Some 1.3 billion people live in socialist economies in East Asia, three times the population in the states of the former Soviet Union (FSU) and Eastern Europe. Excluding China, the East Asian population living in socialist economies exceeds the total population of Central and Eastern Europe (excluding the FSU). China, Lao PDR, and Viet Nam have economically outperformed their European comparators, while Cambodia and Mongolia, for different reasons, face enormous obstacles in sustaining reforms."
1993,"China recorded the region's strongest overall economic expansion in 1992—12 percent. In some provinces—mostly in those coastal provinces that face the South China sea— growth rates were at historically unprecedented levels (20 percent or above). Exports increased about 18 percent, while imports rose an even faster 26 percent. Spurred on by continued policy liberalization and returning investor confidence, foreign direct investment flowed in at the record level of about $11 billion in 1992, double the amount registered in 1991. With the acceleration of growth, inflationary pressures are increasing. Although average retail prices in the country rose only some 5.4 percent in 1992, the cost-of-living index in major cities rose by more than 13 percent. Bold programs for trade liberalization and enterprise reforms have been developed that include efforts to introduce greater competitiveness and better incentives for the private sector. Reforms in the financial sectors, the social security system, and housing are also under way."
1993,"On the reform front, 1992 witnessed moves to widen still further China's ""open door"" to foreign direct investment, with particular reference to tertiary sectors such as commerce, insurance, and finance. The year also witnessed considerable activity in some of the traditionally sensitive areas of enterprise reform, including improvement of the legal/regulatory framework for shareholding enterprises and promulgation of a new operating mechanism for state-owned enterprises. The mechanism defines a wide range of powers to be exercised exclusively by enterprise managers, correspondingly excluding government"
1993,"greater competition from China, Indonesia, and Thailand. Privatization reforms are moving rapidly, as firms in power generation, water supply, public transport, telecommunications, and sewerage and toxic-waste collection and treatment have been put on the auction block."
1993,"The Bank is also going to face the challenge of absorbing reactivating countries—Cambodia and Viet Nam. The Bank will need to learn about them, and they will have to learn about the Bank. Even in the more traditional borrowing countries of the region—China, Indonesia, and the Philippines, for example—the strong movement toward decentralization and the Bank's need for liaison with, and a focus on, local authorities and local decisionmaking systems will pose new challenges."
1993,"A fifth of the world's population and nearly half of the world's poor (estimated at between 310 million and 560 million) live in the countries of the South Asia region.6 During the 1980s, economic growth in the region averaged 5.2 percent a year, compared with 3.9 percent among low-income countries (excluding India and China). However, population grew at 2.2 percent, and governments have been hard pressed to meet ever-expanding needs. Near-ing the middle of the decade. South Asia's countries face many challenges in setting forth on a path of sustained development that can simultaneously stimulate growth, reduce poverty, and protect the environment."
1993,"CHINA: IBRD—$325 million; IDA—$165 million. Financial support will be provided over a six-year period to introduce a bulk grain-handling logistical system in four grain-transport corridors, improve domestic design and implementation capacity in grain-distribution logistics through technical assistance and training, and develop two national grain markets and a grain-marketing information network. Total cost: $991.4 million."
1993,"CHINA: IBRD—$ 100 million; IDA—$ 100 million. Recurring severe flooding in the Taihu basin, the country's most industrialized and highly productive agricultural area, will be prevented through engineering measures to control floods and improve land drainage. In addition, the quantity and quality of raw water used for the water supply of Shanghai and other urban centers will be improved, and inland water transportation will be expanded and improved. Total cost: $497.3 million."
1993,"CHINA: IDA—$147 million. More than 4 million people in Sichuan province, many of them farmers living in very poor counties, will benefit from a project that attempts to address the key constraints limiting agricultural productivity: the shortage and irregular availability of water; water"
1993,CHINA: IDA—$115 million. A sizable portion of the country's 200 million fanners is expected to benefit from increased agricultural production and incomes as a result of a project that seeks to strengthen those institutions that provide support services to farmers. Total cost: $238.3 million.
1993,"CHINA: IBRD—$150 million. The Tianjin municipal government will be assisted in restructuring its industrial sector through provision of funds to be onlent to enterprises in the machine-tool, construction-equipment, automotive-parts, electronic-components, and electric-motors subsectors for restructuring and modernization. Total cost: $222 million."
1993,"CHINA: IDA—$100 million. Civil works, equipment, materials, specialist services, and training will be provided in support of lower middle school (LMS) teacher training, thus helping to bring pre-service LMS teacher training up to prescribed standards nationwide. Total cost: $256.4 million."
1993,CHINA: IBRD—$300 million. Construction in Zhejiang province of China's largest pumped-storage hydroelectric plant (together with associated equipment and transmission lines) will greatly increase critically needed peak-power generation capability and improve the quality of the power supply in the east China power grid. Institution-strengthening measures are included. Total cost: $720.3 million.
1993,CHINA: IBRD—$ 100 million. The rapidly growing demand for electricity in Fujian province will be met through the completion of a hydroelectric power facility—begun in 1987—on the Min river. Technical assistance and training are included. Total cost: $321 million.
1993,"CHINA: IBRD—$250 million. By focusing on cost-effective water-pollution control, which is accorded the highest priority in the environment-management strategy for the southern Jiangsu region (one of China's most industrialized locales), the widening gap between economic development and environmental protection will be reduced in an efficient and effective manner. Total cost: $588 million."
1993,"CHINA: IDA—$60 million. Technical assistance, training, and equipment, designed to strengthen institutional capacity and policymaking capabilities of the central bank and the Ministry of Finance, will be provided in support of the development of an efficient and stable financial sector. Cofinancing ($4.6 million) is to be provided by Japan. Total cost: $65.7 million."
1993,"CHINA: IDA—$50 million. About a dozen discrete subprojects, to be executed by institutions involved in activities related to China's economic-reform program, will be financed. In addition, a line of credit will be made available to finance feasibility studies, preinvestment, and technical assistance needed to prepare projects for future World Bank assistance. Total cost: $60 million."
1993,"CHINA: IDA—$50 million. Technical assistance, designed to strengthen the capacities and selected policies and programs of two institutions of national importance to China's environment, the Chinese Academy of Sciences and the National Environmental Protection Agency, will be provided. Total cost: $76 million."
1993,"CHINA: IBRD—$420 million. The Ministry of Railways' efforts in preparing the railway system to better serve a future market-oriented economy by making available more railway services and by improving the quality and efficiency of services will be supported through a project designed to provide a balanced focus between institutional development and technological modernization. Total cost: $1,183.5 million."
1993,"CHINA: IBRD—$240 million. Congestion in two major traffic corridors in Guandong province will be relieved through the construction of 226 kilometers of new, four-lane, divided highways. In addition, more than 1,000 kilometers of provincial and national roads will be upgraded and rehabilitated. Technical assistance and training are included. Total cost: $795.1 million."
1993,CHINA: IBRD—$150 million. Shanghai's congested port facilities along the Huangpo river will be relieved through provision of new and replacement cargo-handling equipment and the first-stage construction of two new terminals located away from the city center. Technical assistance is included. Total cost: $424.3 million.
1993,"CHINA: IBRD—$120 million. Henan province's road network will be improved, with a particular focus on relieving congestion in the heavily trafficked east-west corridor, through the"
1993,"HONDURAS: IDA—$65 million. The institutional and regulatory framework of the transportation sector will be improved, and transport infrastructure in the country's main trade corridors will be improved and rehabilitated, thus supporting the government's export-led growth strategy. Cofinancing is expected from the IDB ($190 million), Spain ($50 million), the CABEI ($30 million), USAID ($20 million), and Taiwan, China ($20 million). Total cost: $545.7 million."
1993,"CHINA: IDA—$110 million. The planning and delivery of urban services to four major cities in Zhejiang province will be strengthened through provision of technical assistance and finance for investments in water supply and waste disposal, land development, traffic management, and pollution control. Total cost: $231 million."
1993,CHINA: IDA—$120 million. Changchun
1993,"CHINA: IDA—$50 million. Technical assistance, designed to strengthen the capacities and selected policies and programs of two institutions of national importance to China's environment, the Chinese Academy of Sciences and the National Environmental Protection Agency, will be provided. Total cost: $76 million."
1993,"The board carefully followed the developments in the international economic and political environment. Throughout the year, the board held briefings, seminars, and regular meetings on developments in the countries of the former Soviet Union and the Bank's assistance strategies to those countries, was briefed on energy work and the development of new aid-coordination groups for countries in the Europe and Central Asia region, and held a seminar on trade issues affecting the countries of the former Soviet Union."
1993,"In preparing for the committee's semiannual meetings, the board discussed a range of papers and reports that touched on many issues of importance to the Bank, including resource flows, trade policy, the environment, and private-sector development. Papers for the September meetings included one on resource flows to developing countries, one on trade-policy developments, and a report on the outcome of the United Nations Conference on Environment and Development. The papers for the meetings that began in late April 1993 included one on developing-country access to private capital flows and a progress report on private-sector development.14 The Executive Directors' Steering Committee reviewed the communiques released by the Development Committee following its semiannual meetings and made suggestions to ensure that the board's work program was responsive to the directions set out by the committee."
1993,"• On the trade front, stagnation in the Uruguay Round negotiations stood in sharp contrast to the acceleration—for the first time since 1988—in the volume of merchandise trade, which received a boost from economic recovery in North America and strong import demand in the developing countries of Latin America and East Asia."
1993,"substantially, and some of these countries experienced their fastest growth in GDP since the onset of the debt crisis in 1982. Although terms of trade in 1992 were not favorable to commodity-exporting developing countries, lower interest rates in major currencies tended to offset this negative effect in countries with large external debt. Overall, however, growth of all developing countries, including those of Central and Eastern Europe and the republics of the former Soviet Union, was slightly negative in 1992 (see Table 2-2)."
1993,"The abatement of hostilities in the Middle East and the ensuing reconstruction efforts have allowed the economies in that region to regain some growth momentum—even as growth rates were decelerating in most of Europe and the price of oil was declining. Growth in GDP was particularly high in Jordan, which had performed dismally in 1991 in the wake of the Gulf war. Structural reforms and liberalization in trade and exchange systems also resulted in continuing strong growth in Iran. In many North African countries, however, growth was slow for a variety of reasons: Egypt was in the process of adjusting its fiscal imbalances, and Algeria continued to be plagued by political instability. Although Morocco suffered from a poor harvest, it was"
1993,"In sharp contrast with the rest of the developing world, the decline of income in the Europe and Central Asia region accelerated further (to 14 percent) as many economies pursued dramatic structural adjustments following the disintegration of the Soviet Union; in addition, some countries were entangled in regional and civil conflicts. In the Russian Federation, all but a few prices (energy, certain medicines, precious metals, and freight and transportation tariffs were exceptions) were liberalized in early 1992. However, the effects of liberalization were somewhat blunted because production of many goods remained highly concentrated. The wholesale price of oil, which was raised sevenfold in May 1992, doubled again in September. Despite significant progress in the area of privatization, formidable legal, regulatory, and other obstacles to the emergence of an efficient private market economy persisted. Steps were also taken to liberalize trade and foreign-exchange regimes—although the government continued"
1993,Trends in World Trade
1993,"In 1992, for the first time since 1988. the growth rate of the volume of merchandise trade accelerated. The growth rate, estimated at 4.6 percent, was about 1.6 percentage points higher than that in 1991 (see Table 2-6) and about three percentage points higher than the growth of world output. The growth of trade"
1993,"was largely attributable to the economic recovery in North America and to the continuing strong import demand in Latin America and Asia (excluding Japan), which was well above the world average. By contrast, the external trade of the republics of the FSU continued to decline sharply. Exports and imports of the low-income and middle-income economies, excluding the FSU. grew by 5.8 percent and 7.2 percent, respectively, compared with 8 percent and 9.4 percent, respectively, in 1991."
1993,"In value terms, world merchandise trade increased by 5.5 percent, a significant improvement over the meager 1.5 percent rate of growth in 1991, to reach $3,700 billion. Among the leading traders. China recorded the strongest expansion in both exports and imports, followed by Malaysia and Brazil (for exports) and Mexico. Portugal, and Saudi Arabia (for imports). France replaced Japan as the third"
1993,The value of commercial-services exports is estimated by the General Agreement on Tariffs and Trade to have increased by 8 percent— more than 2 percentage points faster than merchandise exports—and to have reached $960 billion in 1992. The rebound in tourism and transportation services after the Gulf war was the main contributor to the increase.
1993,"In 1992, many developing countries continued on the path of trade liberalization, while the Uruguay Round remained deadlocked and the risks from further postponement grew as various deadlines passed. Concurrent with the lack of direction and increasing uncertainty at the multilateral level, bilateral trade tensions also escalated as a result of protectionist pressures that often accompany economic recession. Negotiations over regional trade arrangements, however, became widespread among both the industrial and developing countries. Regionalism became fashionable in the Americas, both among developing countries (MERCOSUR, for example) and between the developing south and the industrial north (as suggested by interest in accession to the North"
1993,"American Free Trade Agreement and the twenty-nine framework agreements signed between the United States and countries of the Latin America and the Caribbean region under the Enterprise for the Americas Initiative). In East Asia, existing regional arrangements became the focus of new attention by the Association of Southeast Asian Nations, and discussions started on new formal arrangements. The European Community widened the scope of its trading agreements, reaching out to countries of the European Free Trade Association, to Central and East European countries, and, possibly, to countries of the Maghreb. In Africa, economic-reform efforts being carried out by a growing number of countries have improved the prospects and opportunities for regional economic integration, particularly to harmonize tax and trade policies within the region and to reduce barriers to the movement of production and goods across borders. Progress was made toward the establishment of an African Economic Community under the Abuja Treaty signed in 1990. The Abuja Treaty calls for coordination, harmonization, and progressive integration of the activities of existing subregional groups as an intermediate step towards a continental community."
1993,increase the accuracy and efficiency of targeting. The Bank's country strategy aims to reduce any remaining trade and domestic distortions and focuses on promoting growth and expanding access to basic services in the outer islands.
1993,"growth and efficiency of the private sector: tax and customs administration, trade and investment promotion, enterprise-support services, court administration, and infrastructure planning and provision."
1993,"One important element contributing to the increase in problem projects was the international economy. Changes in the world economy in the 1970s and 1980s had an adverse influence on the environment in which projects were implemented. These effects largely resulted from declining terms of trade, rising international interest and inflation rates, and declining capital inflows. The volatility of world petroleum prices also had a substantial negative impact. In retrospect, it is perhaps not surprising that, within uncertain and destabilized international and country environments, local institutions did not perform as well as"
1993,The IBRD's liquid assets are invested exclusively in fixed-income markets and are actively traded in various capital and money markets. The attendant portfolio-management activities are fully supported by comprehensive risk-management and monitoring procedures cov-
1993,"To help in South Africa's transition from the system of apartheid, the EDI is engaged in a training program to prepare those who will be entering government service to better perform the functions required of their new responsibilities. The EDI's training program in South Africa has two major objectives. The first, based on the Bank's expertise, experience, and comparative advantage, is to contribute to the design and elaboration of sound, appropriate, macroeconomic development programs by training senior policymakers. The second is to contribute to the design and delivery of appropriate, equitable, and efficient urban services by training future local government officials and nongovernmental organization (NGO) personnel. Many of the new managers and policymakers have not been exposed to up-to-date macroeconomic and public-policy analysis and management concepts and practices. Neither have many of them had the chance to learn from comparative experience in other countries. Through a tailored program of short courses and seminars, designed and conducted in close partnership with groups of universities and local training institutions, the EDI expects to strengthen the knowledge base of these people, thereby leading to effective and efficient policy formulation and decisionmaking in a situation of difficult political and economic choices and tradeoffs."
1993,"The Bank's management sets priorities for the Bank's work, and these priorities are reflected in the topics of research projects. The major area of emphasis continues to be poverty, equity, and social-welfare issues, although work in the areas of environmental analysis and human-resource development is growing. The economic transition in the republics of the former Soviet Union and in Central and Eastern Europe has increased work on reform of the public sector, development of the private sector, and economic management. Support for research on financial intermediation, infrastructure, and urban development has remained steady, while attention to the more ""mature"" topics—structural adjustment, debt, and trade—has declined."
1993,the trade-offs between physical and human-capital investment.
1993,"Another research project has analyzed the effects of fiscal, monetary, trade, financial, and social policies on national growth. Among the study's findings were affirmations of the importance for growth and investment of the government's role in education and public infrastructure and further confirmation of the adverse effects of inflation, budget deficits, and macroeconomic instability on growth and investment. It also found surprisingly strong evidence linking long-term increases in productivity to investments in the narrow category of machinery."
1993,"The Bank has also expanded its cooperation with organizations working in the field of employment and labor issues. As part of a four-day Bank/International Monetary Fund (IMF) seminar in November 1992, staff from both institutions met with international labor-union officials for discussions on the implications for workers of structural-adjustment policies financed by the two institutions. The seminar represented the latest in a series of consultations among the Bank, the IMF, trade unions, and other concerned UN organizations, in particular the ILO, on development-policy issues of shared interest, particularly structural-adjustment programs and employment issues."
1993,• the Bankwide application of dollar budgets to enhance individual managers' ability to make effective resource trade-offs.
1993,"for fifteen years; in exceptional cases, coverage may be extended to twenty years. MIGA also cooperates with national investment-insurance agencies and private insurers to coin-sure or reinsure eligible investments. In fiscal 1993, MIGA issued its sixth reinsurance policy in favor of the Ministry of International Trade and Industry, which is responsible for Japan's official export-credit and investment insurance."
1993,"1991, albeit from a depressed level. Large Fiscal deficits (an average 11.4 percent of GDP) and high rates of inflation (an average 45 percent, with rates for Angola, Sudan, and Zaire exceeding 100 percent) continued throughout the year. Despite an increase in the volume of exports, the external sector did not do well, largely because of unfavorable terms of trade, which deteriorated by 6 percent. As a result, the region's current-account deficit widened to nearly 10 percent of GDP. Increased recourse to foreign savings was needed to meet the financing needs caused by larger domestic investment and consumption (some of it drought-related), which could not be covered by the sluggish growth in domestic savings. As in previous years, most countries could not fully service their external debt. Interest arrears continued to climb, reaching about $14 billion in 1992, or more than three times the level of 1987. Despite incidences of debt forgiveness and reschedulings, the region's debt stock changed little from the 1991 level when it amounted to 111 percent of GDP and 345 percent of exports. The annual debt-service ratio also remained high and unchanged at about 28 percent."
1993,"During the period 1965-80, the region's agricultural-value added, in constant prices, increased by only 1.8 percent annually, compared with a population growth rate of 2.7 percent. The agricultural growth rate declined further, to 0.6 percent in the early 1980s, but recovered to 2.4 percent in 1986-89. Data on food production, trade, and aid show a still bigger improvement than value added for the sector as a whole: Food production rebounded strongly, arresting the decline in per capita production after 1985, despite an acceleration of the population growth rate to 3.1 percent; the aggregate food imports of the region declined from 11 million tons in 1985 to 7.7 million tons in 1990: and food aid has been halved, falling from 4.8 million tons to 2.5 million tons. The countries that have shown significant improvement in agriculture in the past five years include Benin, Burkina Faso, Ghana, Guinea-Bissau, Kenya, Nigeria, and Tanzania. On the whole, adjusting countries have recorded higher agricultural growth than the rest."
1993,"ficiency, and cut costs in the late 1980s and early 1990s should do well, as in the past. Many African countries have extremely low production costs, relative proximity to European markets, and special trade relations with some European countries. It is possible, therefore, for African enterprises to capture enough of the projected expansion in world demand in a low-price competitive environment to contribute markedly to agricultural growth."
